Team;Type;Rank;Date;Round;Venue;Scorer;Opponent;Start;xG;PSxG;Body Part;Distance;Minute;Score;Goalkeeper;Assist;GCA1;Type GCA1;GCA2;Type GCA2;Note;Motion
Manchester City;For;75;13/04/2024;Matchweek 33;Home;Jeremy Doku;Luton Town;Y;0.13;0.72;Right Foot;12;87;03-janv;Thomas Kaminski;Joško Gvardiol;Jeremy Doku;Take-On;Joško Gvardiol;Pass (Live);;In Game
Manchester City;For;76;13/04/2024;Matchweek 33;Home;Joško Gvardiol;Luton Town;Y;0.08;0.24;Right Foot;19;90+3;04-janv;Thomas Kaminski;Jeremy Doku;Jeremy Doku;Pass (Live);Joško Gvardiol;Pass (Live);;In Game
Manchester City;Against;29;03/04/2024;Matchweek 31;Home;Jhon Durán;Aston Villa;Y;0.21;0.98;Left Foot;13;20;0-1;Stefan Ortega;Morgan Rogers;Morgan Rogers;Pass (Live);Jhon Durán;Pass (Live);;In Game
Manchester City;Against;30;06/04/2024;Matchweek 32;Away;Jean-Philippe Mateta;Crystal Palace;Y;0.40;0.72;Right Foot;15;3;0-0;Stefan Ortega;Adam Wharton;Adam Wharton;Pass (Live);Jordan Ayew;Pass (Live);;In Game
Manchester City;Against;31;06/04/2024;Matchweek 32;Away;Odsonne Édouard;Crystal Palace;N;0.39;0.59;Right Foot;5;86;01-avr;Stefan Ortega;Jeffrey Schlupp;Jeffrey Schlupp;Pass (Live);Naouirou Ahamada;Pass (Live);Volley;In Game
Manchester City;Against;32;13/04/2024;Matchweek 33;Home;Ross Barkley;Luton Town;Y;0.17;0.79;Left Foot;10;81;0-3;Ederson;;Ross Barkley;Take-On;;;;In Game
Luton Town;For;44;06/04/2024;Matchweek 32;Home;Jordan Clark;Bournemouth;Y;0.20;0.33;Right Foot;16;73;0-1;Neto;Luke Berry;;;;;;In Game
Luton Town;For;45;06/04/2024;Matchweek 32;Home;Carlton Morris;Bournemouth;Y*;0.51;0.91;Right Foot;6;90;01-janv;Neto;Cauley Woodrow;Cauley Woodrow;Pass (Live);Alfie Doughty;Pass (Live);;In Game
Luton Town;For;46;13/04/2024;Matchweek 33;Away;Ross Barkley;Manchester City;Y;0.17;0.79;Left Foot;10;81;0-3;Ederson;;Ross Barkley;Take-On;;;;In Game
Luton Town;Against;63;03/04/2024;Matchweek 31;Away;Martin Ødegaard;Arsenal;Y*;0.11;0.62;Left Foot;16;24;0-0;Thomas Kaminski;Kai Havertz;Kai Havertz;Pass (Live);Martin Ødegaard;Pass (Live);;In Game
Luton Town;Against;64;03/04/2024;Matchweek 31;Away;Daiki Hashioka (OG);Arsenal;Y;;;;;44;1-0;Thomas Kaminski;;;;;;Own Goal;In Game
Luton Town;Against;65;06/04/2024;Matchweek 32;Home;Marcus Tavernier;Bournemouth;Y;0.03;0.28;Left Foot;24;52;0-0;Thomas Kaminski;Justin Kluivert;Justin Kluivert;Pass (Live);Adam Smith;Pass (Live);;In Game
Luton Town;Against;66;13/04/2024;Matchweek 33;Away;Daiki Hashioka (OG);Manchester City;Y;;;;;2;0-0;Thomas Kaminski;;;;;;Own Goal;In Game
Luton Town;Against;67;13/04/2024;Matchweek 33;Away;Mateo Kovačić;Manchester City;Y;0.03;0.31;Right Foot;18;64;1-0;Thomas Kaminski;Julián Álvarez;Julián Álvarez;Pass (Live);Jeremy Doku;Pass (Live);Volley;In Game
Luton Town;Against;68;13/04/2024;Matchweek 33;Away;Erling Haaland;Manchester City;Y;0.79;0.98;Left Foot;13;76;2-0;Thomas Kaminski;;Jeremy Doku;Fouled;Joško Gvardiol;Pass (Live);;Penalty Kick
Luton Town;Against;69;13/04/2024;Matchweek 33;Away;Jeremy Doku;Manchester City;Y;0.13;0.72;Right Foot;12;87;03-janv;Thomas Kaminski;Joško Gvardiol;Jeremy Doku;Take-On;Joško Gvardiol;Pass (Live);;In Game
Luton Town;Against;70;13/04/2024;Matchweek 33;Away;Joško Gvardiol;Manchester City;Y;0.08;0.24;Right Foot;19;90+3;04-janv;Thomas Kaminski;Jeremy Doku;Jeremy Doku;Pass (Live);Joško Gvardiol;Pass (Live);;In Game
Bournemouth;For;44;02/04/2024;Matchweek 31;Home;Justin Kluivert;Crystal Palace;N;0.36;0.61;Left Foot;13;79;0-0;Dean Henderson;Antoine Semenyo;Antoine Semenyo;Pass (Live);Adam Smith;Pass (Live);;In Game
Bournemouth;For;45;06/04/2024;Matchweek 32;Away;Marcus Tavernier;Luton Town;Y;0.03;0.28;Left Foot;24;52;0-0;Thomas Kaminski;Justin Kluivert;Justin Kluivert;Pass (Live);Adam Smith;Pass (Live);;In Game
Bournemouth;For;46;13/04/2024;Matchweek 33;Home;Dominic Solanke;Manchester Utd;Y;0.12;0.25;Right Foot;22;16;0-0;André Onana;Marcos Senesi;Marcos Senesi;Pass (Live);;;;In Game
Bournemouth;For;47;13/04/2024;Matchweek 33;Home;Justin Kluivert;Manchester Utd;Y;0.03;0.17;Right Foot;15;36;01-janv;André Onana;Marcos Senesi;Marcos Senesi;Pass (Live);Illia Zabarnyi;Pass (Live);;In Game
Bournemouth;Against;54;06/04/2024;Matchweek 32;Away;Jordan Clark;Luton Town;Y;0.20;0.33;Right Foot;16;73;0-1;Neto;Luke Berry;;;;;;In Game
Bournemouth;Against;55;06/04/2024;Matchweek 32;Away;Carlton Morris;Luton Town;Y*;0.51;0.91;Right Foot;6;90;01-janv;Neto;Cauley Woodrow;Cauley Woodrow;Pass (Live);Alfie Doughty;Pass (Live);;In Game
Bournemouth;Against;56;13/04/2024;Matchweek 33;Home;Bruno Fernandes;Manchester Utd;Y*;0.15;0.73;Left Foot;7;31;0-1;Neto;;Marcus Rashford;Pass (Live);;;Volley;In Game
Bournemouth;Against;57;13/04/2024;Matchweek 33;Home;Bruno Fernandes;Manchester Utd;Y*;0.79;0.99;Right Foot;13;65;01-févr;Neto;;;Fouled;Kobbie Mainoo;Shot;;Penalty Kick
Manchester Utd;For;41;04/04/2024;Matchweek 31;Away;Alejandro Garnacho;Chelsea;Y;0.26;0.41;Left Foot;15;34;0-2;Đorđe Petrović;;;;;;;In Game
Manchester Utd;For;42;04/04/2024;Matchweek 31;Away;Bruno Fernandes;Chelsea;Y*;0.24;0.77;Head;6;39;01-févr;Đorđe Petrović;Diogo Dalot;Diogo Dalot;Pass (Live);Alejandro Garnacho;Pass (Live);;In Game
Manchester Utd;For;43;04/04/2024;Matchweek 31;Away;Alejandro Garnacho;Chelsea;Y;0.26;0.34;Head;11;67;02-févr;Đorđe Petrović;Antony;Antony;Pass (Live);Marcus Rashford;Pass (Live);;In Game
Manchester Utd;For;44;07/04/2024;Matchweek 32;Home;Bruno Fernandes;Liverpool;Y*;0.04;0.26;Right Foot;48;50;0-1;Caoimhín Kelleher;;;;;;;In Game
Manchester Utd;For;45;07/04/2024;Matchweek 32;Home;Kobbie Mainoo;Liverpool;Y;0.05;0.47;Right Foot;17;67;01-janv;Caoimhín Kelleher;Aaron Wan-Bissaka;Aaron Wan-Bissaka;Pass (Live);Alejandro Garnacho;Pass (Live);;In Game
Manchester Utd;For;46;13/04/2024;Matchweek 33;Away;Bruno Fernandes;Bournemouth;Y*;0.15;0.73;Left Foot;7;31;0-1;Neto;;Marcus Rashford;Pass (Live);;;Volley;In Game
Manchester Utd;For;47;13/04/2024;Matchweek 33;Away;Bruno Fernandes;Bournemouth;Y*;0.79;0.99;Right Foot;13;65;01-févr;Neto;;;Fouled;Kobbie Mainoo;Shot;;Penalty Kick
Manchester Utd;Against;41;04/04/2024;Matchweek 31;Away;Conor Gallagher;Chelsea;Y*;0.11;0.03;Right Foot;17;4;0-0;André Onana;;;;;;;In Game
Manchester Utd;Against;42;04/04/2024;Matchweek 31;Away;Cole Palmer;Chelsea;Y;0.79;0.99;Left Foot;13;19;1-0;André Onana;;Marc Cucurella;Fouled;Mykhailo Mudryk;Pass (Live);;Penalty Kick
Manchester Utd;Against;43;04/04/2024;Matchweek 31;Away;Cole Palmer;Chelsea;Y;0.79;1.00;Left Foot;13;90+10;02-mars;André Onana;;Noni Madueke;Fouled;Noni Madueke;Take-On;;Penalty Kick
Manchester Utd;Against;44;04/04/2024;Matchweek 31;Away;Cole Palmer;Chelsea;Y;0.04;0.04;Left Foot;19;90+11;03-mars;André Onana;Enzo Fernández;Enzo Fernández;Pass (Dead);Carney Chukwuemeka;Shot;Deflected;Set Piece
Manchester Utd;Against;45;07/04/2024;Matchweek 32;Home;Luis Díaz;Liverpool;Y;0.22;0.33;Right Foot;6;23;0-0;André Onana;Darwin Núñez;Darwin Núñez;Pass (Live);Andrew Robertson;Pass (Dead);Volley;Set Piece
Manchester Utd;Against;46;07/04/2024;Matchweek 32;Home;Mohamed Salah;Liverpool;Y;0.79;0.98;Left Foot;13;84;01-févr;André Onana;;Harvey Elliott;Fouled;Harvey Elliott;Pass (Live);;Penalty Kick
Manchester Utd;Against;47;13/04/2024;Matchweek 33;Away;Dominic Solanke;Bournemouth;Y;0.12;0.25;Right Foot;22;16;0-0;André Onana;Marcos Senesi;Marcos Senesi;Pass (Live);;;;In Game
Manchester Utd;Against;48;13/04/2024;Matchweek 33;Away;Justin Kluivert;Bournemouth;Y;0.03;0.17;Right Foot;15;36;01-janv;André Onana;Marcos Senesi;Marcos Senesi;Pass (Live);Illia Zabarnyi;Pass (Live);;In Game
Liverpool;For;68;04/04/2024;Matchweek 31;Home;Darwin Núñez;Sheffield Utd;Y;0.12;0.06;Left Foot;21;17;0-0;Ivo Grbić;;;;;;;In Game
Liverpool;For;69;04/04/2024;Matchweek 31;Home;Alexis Mac Allister;Sheffield Utd;Y;0.13;0.66;Right Foot;21;76;01-janv;Ivo Grbić;Luis Díaz;Curtis Jones;Pass (Live);Luis Díaz;Pass (Live);;In Game
Liverpool;For;70;04/04/2024;Matchweek 31;Home;Cody Gakpo;Sheffield Utd;N;0.06;0.30;Head;14;90;02-janv;Ivo Grbić;Andrew Robertson;Andrew Robertson;Pass (Live);Virgil van Dijk;Pass (Live);;In Game
Liverpool;For;71;07/04/2024;Matchweek 32;Away;Luis Díaz;Manchester Utd;Y;0.22;0.33;Right Foot;6;23;0-0;André Onana;Darwin Núñez;Darwin Núñez;Pass (Live);Andrew Robertson;Pass (Dead);Volley;Set Piece
Liverpool;For;72;07/04/2024;Matchweek 32;Away;Mohamed Salah;Manchester Utd;Y;0.79;0.98;Left Foot;13;84;01-févr;André Onana;;Harvey Elliott;Fouled;Harvey Elliott;Pass (Live);;Penalty Kick
Liverpool;Against;28;04/04/2024;Matchweek 31;Home;Conor Bradley (OG);Sheffield Utd;Y;;;;;58;0-1;Caoimhín Kelleher;;;;;;Own Goal;In Game
Liverpool;Against;29;07/04/2024;Matchweek 32;Away;Bruno Fernandes;Manchester Utd;Y*;0.04;0.26;Right Foot;48;50;0-1;Caoimhín Kelleher;;;;;;;In Game
Liverpool;Against;30;07/04/2024;Matchweek 32;Away;Kobbie Mainoo;Manchester Utd;Y;0.05;0.47;Right Foot;17;67;01-janv;Caoimhín Kelleher;Aaron Wan-Bissaka;Aaron Wan-Bissaka;Pass (Live);Alejandro Garnacho;Pass (Live);;In Game
Liverpool;Against;31;14/04/2024;Matchweek 33;Home;Eberechi Eze;Crystal Palace;Y;0.53;0.25;Right Foot;8;14;0-0;Alisson;Tyrick Mitchell;Tyrick Mitchell;Pass (Live);Michael Olise;Pass (Live);;In Game
Crystal Palace;For;35;06/04/2024;Matchweek 32;Home;Jean-Philippe Mateta;Manchester City;Y;0.40;0.72;Right Foot;15;3;0-0;Stefan Ortega;Adam Wharton;Adam Wharton;Pass (Live);Jordan Ayew;Pass (Live);;In Game
Crystal Palace;For;36;06/04/2024;Matchweek 32;Home;Odsonne Édouard;Manchester City;N;0.39;0.59;Right Foot;5;86;01-avr;Stefan Ortega;Jeffrey Schlupp;Jeffrey Schlupp;Pass (Live);Naouirou Ahamada;Pass (Live);Volley;In Game
Crystal Palace;For;37;14/04/2024;Matchweek 33;Away;Eberechi Eze;Liverpool;Y;0.53;0.25;Right Foot;8;14;0-0;Alisson;Tyrick Mitchell;Tyrick Mitchell;Pass (Live);Michael Olise;Pass (Live);;In Game
Crystal Palace;Against;50;02/04/2024;Matchweek 31;Away;Justin Kluivert;Bournemouth;N;0.36;0.61;Left Foot;13;79;0-0;Dean Henderson;Antoine Semenyo;Antoine Semenyo;Pass (Live);Adam Smith;Pass (Live);;In Game
Crystal Palace;Against;51;06/04/2024;Matchweek 32;Home;Kevin De Bruyne;Manchester City;Y*;0.02;0.70;Right Foot;18;13;0-1;Dean Henderson;;Joško Gvardiol;Pass (Live);Rúben Dias;Pass (Live);;In Game
Crystal Palace;Against;52;06/04/2024;Matchweek 32;Home;Rico Lewis;Manchester City;Y;0.12;0.44;Right Foot;12;47;01-janv;Dean Henderson;;Manuel Akanji;Pass (Live);Rodri;Pass (Live);Deflected;In Game
Crystal Palace;Against;53;06/04/2024;Matchweek 32;Home;Erling Haaland;Manchester City;Y;0.28;0.75;Left Foot;6;66;02-janv;Dean Henderson;Kevin De Bruyne;Kevin De Bruyne;Pass (Live);Jack Grealish;Pass (Live);;In Game
Crystal Palace;Against;54;06/04/2024;Matchweek 32;Home;Kevin De Bruyne;Manchester City;Y*;0.05;0.14;Left Foot;16;70;03-janv;Dean Henderson;Rodri;Rodri;Pass (Live);Jack Grealish;Pass (Live);;In Game
Nott'ham Forest;For;37;02/04/2024;Matchweek 31;Home;Callum Hudson-Odoi;Fulham;Y;0.13;0.36;Right Foot;12;9;0-0;Bernd Leno;Morgan Gibbs-White;Morgan Gibbs-White;Pass (Live);Murillo;Pass (Dead);;Set Piece
Nott'ham Forest;For;38;02/04/2024;Matchweek 31;Home;Chris Wood;Fulham;Y;0.03;0.24;Right Foot;32;19;1-0;Bernd Leno;Murillo;Murillo;Pass (Live);Ryan Yates;Pass (Live);;In Game
Nott'ham Forest;For;39;02/04/2024;Matchweek 31;Home;Morgan Gibbs-White;Fulham;Y;0.43;0.65;Right Foot;14;45+3;2-0;Bernd Leno;Danilo;Danilo;Pass (Live);Morgan Gibbs-White;Pass (Live);;In Game
Nott'ham Forest;For;40;07/04/2024;Matchweek 32;Away;Chris Wood;Tottenham;Y;0.08;0.56;Right Foot;12;27;0-1;Guglielmo Vicario;Anthony Elanga;Neco Williams;Pass (Live);Anthony Elanga;Pass (Live);;In Game
Nott'ham Forest;For;41;13/04/2024;Matchweek 33;Home;Morgan Gibbs-White;Wolves;Y;0.11;0.05;Head;8;45+1;0-1;José Sá;Gio Reyna;Gio Reyna;Pass (Dead);Andrew Omobamidele;Shot;;Set Piece
Nott'ham Forest;For;42;13/04/2024;Matchweek 33;Home;Danilo;Wolves;Y;0.77;0.95;Left Foot;8;57;01-janv;José Sá;;;;;;Volley;In Game
Nott'ham Forest;Against;53;02/04/2024;Matchweek 31;Home;Tosin Adarabioyo;Fulham;Y;0.06;0.09;Head;9;49;0-3;Matz Sels;Andreas Pereira;Andreas Pereira;Pass (Dead);Adama Traoré;Pass (Live);;Set Piece
Nott'ham Forest;Against;54;07/04/2024;Matchweek 32;Away;Murillo (OG);Tottenham;Y;;;;;15;0-0;Matz Sels;;;;;;Own Goal;In Game
Nott'ham Forest;Against;55;07/04/2024;Matchweek 32;Away;Micky van de Ven;Tottenham;Y;0.05;0.43;Left Foot;17;52;01-janv;Matz Sels;Son Heung-min;Son Heung-min;Pass (Live);Brennan Johnson;Pass (Live);;In Game
Nott'ham Forest;Against;56;07/04/2024;Matchweek 32;Away;Pedro Porro;Tottenham;Y;0.11;0.23;Right Foot;14;58;02-janv;Matz Sels;Rodrigo Bentancur;Rodrigo Bentancur;Pass (Live);James Maddison;Pass (Live);Volley;In Game
Nott'ham Forest;Against;57;13/04/2024;Matchweek 33;Home;Matheus Cunha;Wolves;Y;0.04;0.53;Right Foot;13;40;0-0;Matz Sels;José Sá;José Sá;Pass (Live);;;;In Game
Nott'ham Forest;Against;58;13/04/2024;Matchweek 33;Home;Matheus Cunha;Wolves;Y;0.47;0.88;Right Foot;3;62;01-févr;Matz Sels;;Toti Gomes;Shot;;;;In Game
Wolves;For;43;02/04/2024;Matchweek 31;Away;Rayan Aït-Nouri;Burnley;Y;0.14;0.37;Head;11;45+3;0-1;Arijanet Muric;Pablo Sarabia;Pablo Sarabia;Pass (Dead);Rayan Aït-Nouri;Fouled;;Set Piece
Wolves;For;44;06/04/2024;Matchweek 32;Home;Pablo Sarabia;West Ham;Y;0.79;0.98;Left Foot;13;33;0-0;Łukasz Fabiański;;Rayan Aït-Nouri;Fouled;Tommy Doyle;Pass (Live);;Penalty Kick
Wolves;For;45;13/04/2024;Matchweek 33;Away;Matheus Cunha;Nott'ham Forest;Y;0.04;0.53;Right Foot;13;40;0-0;Matz Sels;José Sá;José Sá;Pass (Live);;;;In Game
Wolves;For;46;13/04/2024;Matchweek 33;Away;Matheus Cunha;Nott'ham Forest;Y;0.47;0.88;Right Foot;3;62;01-févr;Matz Sels;;Toti Gomes;Shot;;;;In Game
Wolves;Against;47;02/04/2024;Matchweek 31;Away;Jacob Bruun Larsen;Burnley;Y;0.33;0.84;Right Foot;11;37;0-0;José Sá;Dara O'Shea;Dara O'Shea;Pass (Live);Arijanet Muric;Pass (Live);;In Game
Wolves;Against;48;06/04/2024;Matchweek 32;Home;Lucas Paquetá;West Ham;Y;0.79;0.99;Left Foot;13;72;0-1;José Sá;;;Fouled;Emerson Palmieri;Interception;;Penalty Kick
Wolves;Against;49;06/04/2024;Matchweek 32;Home;James Ward-Prowse;West Ham;Y;0.01;0.72;Right Foot;33;84;01-janv;José Sá;;Emerson Palmieri;Pass (Live);Lucas Paquetá;Pass (Live);;In Game
Wolves;Against;50;13/04/2024;Matchweek 33;Away;Morgan Gibbs-White;Nott'ham Forest;Y;0.11;0.05;Head;8;45+1;0-1;José Sá;Gio Reyna;Gio Reyna;Pass (Dead);Andrew Omobamidele;Shot;;Set Piece
Wolves;Against;51;13/04/2024;Matchweek 33;Away;Danilo;Nott'ham Forest;Y;0.77;0.95;Left Foot;8;57;01-janv;José Sá;;;;;;Volley;In Game
West Ham;For;47;02/04/2024;Matchweek 31;Away;Jacob Bruun Larsen;Burnley;Y;0.33;0.84;Right Foot;11;37;0-0;José Sá;Dara O'Shea;Dara O'Shea;Pass (Live);Arijanet Muric;Pass (Live);;In Game
West Ham;For;48;06/04/2024;Matchweek 32;Home;Lucas Paquetá;West Ham;Y;0.79;0.99;Left Foot;13;72;0-1;José Sá;;;Fouled;Emerson Palmieri;Interception;;Penalty Kick
West Ham;For;49;06/04/2024;Matchweek 32;Home;James Ward-Prowse;West Ham;Y;0.01;0.72;Right Foot;33;84;01-janv;José Sá;;Emerson Palmieri;Pass (Live);Lucas Paquetá;Pass (Live);;In Game
West Ham;For;50;13/04/2024;Matchweek 33;Away;Morgan Gibbs-White;Nott'ham Forest;Y;0.11;0.05;Head;8;45+1;0-1;José Sá;Gio Reyna;Gio Reyna;Pass (Dead);Andrew Omobamidele;Shot;;Set Piece
West Ham;For;51;13/04/2024;Matchweek 33;Away;Danilo;Nott'ham Forest;Y;0.77;0.95;Left Foot;8;57;01-janv;José Sá;;;;;;Volley;In Game
West Ham;Against;55;02/04/2024;Matchweek 31;Home;Brennan Johnson;Tottenham;Y;0.38;0.91;Right Foot;4;5;0-0;Łukasz Fabiański;Timo Werner;Timo Werner;Pass (Live);Rodrigo Bentancur;Pass (Live);;In Game
West Ham;Against;56;06/04/2024;Matchweek 32;Away;Pablo Sarabia;Wolves;Y;0.79;0.98;Left Foot;13;33;0-0;Łukasz Fabiański;;Rayan Aït-Nouri;Fouled;Tommy Doyle;Pass (Live);;Penalty Kick
West Ham;Against;57;14/04/2024;Matchweek 33;Home;Andreas Pereira;Fulham;Y;0.43;0.85;Left Foot;11;9;0-0;Łukasz Fabiański;;Andreas Pereira;Take-On;Andreas Pereira;Pass (Live);;In Game
West Ham;Against;58;14/04/2024;Matchweek 33;Home;Andreas Pereira;Fulham;Y;0.84;0.99;Right Foot;5;72;1-0;Łukasz Fabiański;Alex Iwobi;Alex Iwobi;Pass (Live);Rodrigo Muniz;Pass (Live);;In Game
Fulham;For;47;02/04/2024;Matchweek 31;Away;Tosin Adarabioyo;Nott'ham Forest;Y;0.06;0.09;Head;9;49;0-3;Matz Sels;Andreas Pereira;Andreas Pereira;Pass (Dead);Adama Traoré;Pass (Live);;Set Piece
Fulham;For;48;14/04/2024;Matchweek 33;Away;Andreas Pereira;West Ham;Y;0.43;0.85;Left Foot;11;9;0-0;Łukasz Fabiański;;Andreas Pereira;Take-On;Andreas Pereira;Pass (Live);;In Game
Fulham;For;49;14/04/2024;Matchweek 33;Away;Andreas Pereira;West Ham;Y;0.84;0.99;Right Foot;5;72;1-0;Łukasz Fabiański;Alex Iwobi;Alex Iwobi;Pass (Live);Rodrigo Muniz;Pass (Live);;In Game
Fulham;Against;48;02/04/2024;Matchweek 31;Away;Callum Hudson-Odoi;Nott'ham Forest;Y;0.13;0.36;Right Foot;12;9;0-0;Bernd Leno;Morgan Gibbs-White;Morgan Gibbs-White;Pass (Live);Murillo;Pass (Dead);;Set Piece
Fulham;Against;49;02/04/2024;Matchweek 31;Away;Chris Wood;Nott'ham Forest;Y;0.03;0.24;Right Foot;32;19;1-0;Bernd Leno;Murillo;Murillo;Pass (Live);Ryan Yates;Pass (Live);;In Game
Fulham;Against;50;02/04/2024;Matchweek 31;Away;Morgan Gibbs-White;Nott'ham Forest;Y;0.43;0.65;Right Foot;14;45+3;2-0;Bernd Leno;Danilo;Danilo;Pass (Live);Morgan Gibbs-White;Pass (Live);;In Game
Fulham;Against;51;06/04/2024;Matchweek 32;Home;Bruno Guimarães;Newcastle Utd;Y;0.17;0.25;Right Foot;15;81;0-0;Bernd Leno;;Elliot Anderson;Pass (Live);Bruno Guimarães;Pass (Live);;In Game
Newcastle Utd;For;64;02/04/2024;Matchweek 31;Home;Alexander Isak;Everton;Y;0.42;0.89;Right Foot;12;15;0-0;Jordan Pickford;Harvey Barnes;Alexander Isak;Take-On;Harvey Barnes;Pass (Live);;In Game
Newcastle Utd;For;65;06/04/2024;Matchweek 32;Away;Bruno Guimarães;Fulham;Y;0.17;0.25;Right Foot;15;81;0-0;Bernd Leno;;Elliot Anderson;Pass (Live);Bruno Guimarães;Pass (Live);;In Game
Newcastle Utd;For;66;13/04/2024;Matchweek 33;Home;Alexander Isak;Tottenham;Y;0.53;0.95;Right Foot;15;30;0-0;Guglielmo Vicario;Anthony Gordon;Alexander Isak;Take-On;Anthony Gordon;Pass (Live);;In Game
Newcastle Utd;For;67;13/04/2024;Matchweek 33;Home;Anthony Gordon;Tottenham;Y;0.50;0.40;Right Foot;10;32;1-0;Guglielmo Vicario;;Anthony Gordon;Take-On;;;;In Game
Newcastle Utd;For;68;13/04/2024;Matchweek 33;Home;Alexander Isak;Tottenham;Y;0.62;0.65;Right Foot;9;51;2-0;Guglielmo Vicario;Bruno Guimarães;Bruno Guimarães;Pass (Live);Bruno Guimarães;Take-On;;In Game
Newcastle Utd;For;69;13/04/2024;Matchweek 33;Home;Fabian Schär;Tottenham;Y;0.05;0.20;Head;9;87;3-0;Guglielmo Vicario;Anthony Gordon;Anthony Gordon;Pass (Dead);Anthony Gordon;Shot;;Set Piece
Newcastle Utd;Against;52;02/04/2024;Matchweek 31;Home;Dominic Calvert-Lewin;Everton;N;0.79;0.97;Right Foot;13;88;0-1;Martin Dúbravka;;Ashley Young;Fouled;Vitaliy Mykolenko;Pass (Live);;Penalty Kick
Everton;For;31;02/04/2024;Matchweek 31;Away;Dominic Calvert-Lewin;Newcastle Utd;N;0.79;0.97;Right Foot;13;88;0-1;Martin Dúbravka;;Ashley Young;Fouled;Vitaliy Mykolenko;Pass (Live);;Penalty Kick
Everton;For;32;06/04/2024;Matchweek 32;Home;Dominic Calvert-Lewin;Burnley;Y;0.08;0.02;Right Foot;21;45+2;0-0;Arijanet Muric;;;;;;;In Game
Everton;Against;42;02/04/2024;Matchweek 31;Away;Alexander Isak;Newcastle Utd;Y;0.42;0.89;Right Foot;12;15;0-0;Jordan Pickford;Harvey Barnes;Alexander Isak;Take-On;Harvey Barnes;Pass (Live);;In Game
Everton;Against;43;15/04/2024;Matchweek 33;Away;Cole Palmer;Chelsea;Y;0.06;0.33;Left Foot;21;13;0-0;Jordan Pickford;Nicolas Jackson;Nicolas Jackson;Pass (Live);Cole Palmer;Pass (Live);;In Game
Everton;Against;44;15/04/2024;Matchweek 33;Away;Cole Palmer;Chelsea;Y;0.92;0.92;Head;3;18;1-0;Jordan Pickford;;Nicolas Jackson;Shot;;;;In Game
Everton;Against;45;15/04/2024;Matchweek 33;Away;Cole Palmer;Chelsea;Y;0.10;0.08;Right Foot;34;29;2-0;Jordan Pickford;;Cole Palmer;Interception;;;;In Game
Everton;Against;46;15/04/2024;Matchweek 33;Away;Nicolas Jackson;Chelsea;Y;0.07;0.35;Right Foot;13;44;3-0;Jordan Pickford;Marc Cucurella;Marc Cucurella;Pass (Live);Cole Palmer;Pass (Live);Volley;In Game
Everton;Against;47;15/04/2024;Matchweek 33;Away;Cole Palmer;Chelsea;Y;0.79;0.99;Left Foot;13;64;4-0;Jordan Pickford;;Cole Palmer;Fouled;Conor Gallagher;Pass (Live);;Penalty Kick
Everton;Against;48;15/04/2024;Matchweek 33;Away;Alfie Gilchrist;Chelsea;N;0.15;0.57;Right Foot;10;90;5-0;Jordan Pickford;;Ben Chilwell;Shot;;;Deflected, Volley;In Game
Chelsea;For;50;04/04/2024;Matchweek 31;Home;Conor Gallagher;Manchester Utd;Y*;0.11;0.03;Right Foot;17;4;0-0;André Onana;;;;;;;In Game
Chelsea;For;51;04/04/2024;Matchweek 31;Home;Cole Palmer;Manchester Utd;Y;0.79;0.99;Left Foot;13;19;1-0;André Onana;;Marc Cucurella;Fouled;Mykhailo Mudryk;Pass (Live);;Penalty Kick
Chelsea;For;52;04/04/2024;Matchweek 31;Home;Cole Palmer;Manchester Utd;Y;0.79;1.00;Left Foot;13;90+10;02-mars;André Onana;;Noni Madueke;Fouled;Noni Madueke;Take-On;;Penalty Kick
Chelsea;For;53;04/04/2024;Matchweek 31;Home;Cole Palmer;Manchester Utd;Y;0.04;0.04;Left Foot;19;90+11;03-mars;André Onana;Enzo Fernández;Enzo Fernández;Pass (Dead);Carney Chukwuemeka;Shot;Deflected;Set Piece
Chelsea;For;54;07/04/2024;Matchweek 32;Away;Thiago Silva;Sheffield Utd;Y;0.11;0.39;Right Foot;13;11;0-0;Ivo Grbić;Conor Gallagher;Conor Gallagher;Pass (Dead);Cole Palmer;Pass (Live);Volley;Set Piece
Chelsea;For;55;07/04/2024;Matchweek 32;Away;Noni Madueke;Sheffield Utd;Y;0.05;0.11;Left Foot;16;66;01-janv;Ivo Grbić;Cole Palmer;Cole Palmer;Pass (Live);Nicolas Jackson;Pass (Live);;In Game
Chelsea;For;56;15/04/2024;Matchweek 33;Home;Cole Palmer;Everton;Y;0.06;0.33;Left Foot;21;13;0-0;Jordan Pickford;Nicolas Jackson;Nicolas Jackson;Pass (Live);Cole Palmer;Pass (Live);;In Game
Chelsea;For;57;15/04/2024;Matchweek 33;Home;Cole Palmer;Everton;Y;0.92;0.92;Head;3;18;1-0;Jordan Pickford;;Nicolas Jackson;Shot;;;;In Game
Chelsea;For;58;15/04/2024;Matchweek 33;Home;Cole Palmer;Everton;Y;0.10;0.08;Right Foot;34;29;2-0;Jordan Pickford;;Cole Palmer;Interception;;;;In Game
Chelsea;For;59;15/04/2024;Matchweek 33;Home;Nicolas Jackson;Everton;Y;0.07;0.35;Right Foot;13;44;3-0;Jordan Pickford;Marc Cucurella;Marc Cucurella;Pass (Live);Cole Palmer;Pass (Live);Volley;In Game
